Generation,Genome,Fitness
18,0,143.756828166128
18,1,228.585475795581
18,2,149.214738654747
18,3,248.65047204325
18,4,235.263629677326
18,5,147.111048623612
18,6,232.422217839567
18,7,113.162331185999
18,8,0.40025596718057
18,9,-1.92037582874391
18,10,229.269191366613
18,11,232.157094837729
18,12,147.490298564369
18,13,147.062089237203
18,14,99.5970560225415
18,15,98.0289970766626
18,16,229.446114980905
18,17,218.003338936866
18,18,148.466610554683
18,19,147.993025475254
18,20,105.987639220554
18,21,106.124404824705
18,22,39.9321071776022
18,23,36.4753233076922
18,24,5.8505430298481
18,25,4.90089046885615
18,26,7.75489885348802
18,27,6.35118600515322
18,28,100.003382925806
18,29,101.273441560837
18,30,1.48956070316225
18,31,-1.92037582874391
18,32,-1.86105995640422
18,33,-1.92033463001334
18,34,78.4875355001462
18,35,8.92258770783697
18,36,-1.95676318953046
18,37,-1.90050774092602
18,38,4.68705319317295
18,39,4.80299950838834
18,40,-2.68511227364139
18,41,-1.92033463001334
18,42,-1.87026356403822
18,43,-1.92033463001334
18,44,-1.86105995640422
18,45,-1.92033463001334
18,46,41.4648394245643
18,47,41.0125735653754
18,48,4.65437508785321
18,49,0.885319521241684
18,50,-20.8968097089138
18,51,-10.2180370584578
18,52,14.5771402176146
18,53,-1.60516434114467
18,54,-16.9979167864481
18,55,1.54299545671293
18,56,-6.93368862876381
18,57,0.0906578066216355
18,58,-8.37109961170651
18,59,2.18451919842886
18,60,10.4067238722474
18,61,-14.4432692549314
18,62,-14.4432692549314
18,63,-4.77674561733193
18,64,-13.0737867514383
18,65,-0.654297639564419
18,66,-19.5870214297638
18,67,126.91687493524
18,68,-14.3083500263799
18,69,-16.3743704187016
18,70,0.290327454334317
18,71,-9.85263146512706
18,72,-2.61852951700124
18,73,-1.88623238078314
18,74,0.000154426848653143
18,75,-10.6837426134591
18,76,-5.39957601270838
18,77,-0.284116745700729
18,78,11.224377899452
18,79,-6.08092779015427
18,80,0.555507088437905
18,81,-5.7831340524172
18,82,7.75639665332651
18,83,6.62323552048807
18,84,0
