Generation,Genome,Fitness
16,0,-8.51604080200195
16,1,15.618199467659
16,2,16.8513513207436
16,3,15.1132466197014
16,4,16.6645578145981
16,5,17.2805823683739
16,6,15.7831622958183
16,7,15.2552021741867
16,8,14.8591568470001
16,9,16.3458986878395
16,10,-8.04595658183098
16,11,-8.48192989826202
16,12,-8.52454125881195
16,13,-8.76771622896194
16,14,-5.62883421778679
16,15,-4.24435226619244
16,16,6.56609018146992
16,17,-4.19520315527916
16,18,14.8293807506561
16,19,19.960148870945
16,20,15.7283297181129
16,21,14.6352404952049
16,22,-8.22315984964371
16,23,-8.18049395084381
16,24,-6.82200801372528
16,25,17.1973074674606
16,26,15.381499171257
16,27,17.4310294389725
16,28,17.2929632663727
16,29,18.0196443200111
16,30,-8.16680198907852
16,31,-7.6385655105114
16,32,-7.2809102833271
16,33,-8.56241887807846
16,34,4.51725782454014
16,35,-7.83596268296242
16,36,-8.73013544082642
16,37,-8.53271090984344
16,38,-6.2450198829174
16,39,17.918167591095
16,40,18.0088949203491
16,41,17.7673766613007
16,42,14.6834862828255
16,43,4.00854007154703
16,44,14.777060508728
16,45,16.7671115398407
16,46,-8.42049711942673
16,47,-9.17625206708908
16,48,-0.00105625369724294
16,49,13.820460319519
16,50,5.36311105638742
16,51,-0.840403220616281
16,52,10.6023817062378
16,53,14.3393769264221
16,54,1.09975006990135
16,55,-0.272798434831202
16,56,-12.6637069880962
16,57,7.56328970566392
16,58,6.01433365792036
16,59,3.6682259067893
16,60,0.00930674638948403
16,61,4.80335750694394E-05
16,62,0.0967924006981775
16,63,13.2506210803986
16,64,1.3518037609756
16,65,2.75557327643037
16,66,4.80651765428775E-05
16,67,12.6540995836258
16,68,-5.14298884570599
16,69,0.174450212158263
16,70,-12.9741661548615
16,71,-0.0647781706647947
16,72,11.4077030718327
16,73,-1.24780388362706
16,74,-14.5184018611908
16,75,-0.974592257291079
16,76,4.05896826088429
16,77,15.16722625494
16,78,7.17061492055655
16,79,-7.71034687757492
16,80,-8.32487462460995
16,81,2.6990334559232
16,82,-13.1713455319405
16,83,-4.34200170636177
16,84,0
