Generation,Genome,Fitness
14,0,14.2453200817108
14,1,14.2453200817108
14,2,-4.34679244458675
14,3,15.4351699948311
14,4,17.0996226668358
14,5,18.6694874167442
14,6,-7.74831318855286
14,7,17.2544665932655
14,8,12.8808971643448
14,9,8.50978177785873
14,10,13.8545903563499
14,11,15.4572422504425
14,12,17.5068359971046
14,13,16.2322978377342
14,14,17.2215278148651
14,15,16.7255573272705
14,16,16.4988731145859
14,17,17.7307396531105
14,18,18.3008916378021
14,19,19.1319894790649
14,20,10.6217468082905
14,21,10.2766996622086
14,22,16.0554381608963
14,23,-5.23461364209652
14,24,15.8465534448624
14,25,16.7416934967041
14,26,6.60113570094109
14,27,-7.93438795208931
14,28,-7.2551004588604
14,29,-6.91981315612793
14,30,18.2133185863495
14,31,12.8124496936798
14,32,12.9034414887428
14,33,13.2185668945313
14,34,14.4482125639915
14,35,17.489545404911
14,36,18.402676820755
14,37,15.9386016726494
14,38,15.0688921809196
14,39,15.5721400380135
14,40,13.4900296926498
14,41,15.7041819691658
14,42,16.9591344594955
14,43,15.2021781206131
14,44,16.0060930252075
14,45,16.522157728672
14,46,16.0199663043022
14,47,15.3693997263908
14,48,2.79893238656223
14,49,11.9034193754196
14,50,-12.5504125356674
14,51,-14.5216396450996
14,52,-0.160543428501114
14,53,-4.88461075723171
14,54,-13.7775245904922
14,55,-13.7775245904922
14,56,9.61090967059135
14,57,-0.550725204404444
14,58,0.000192081188288284
14,59,9.98988550901413
14,60,8.68718902766705
14,61,8.68718902766705
14,62,-15.8333051204681
14,63,-0.446738115046173
14,64,-9.80804881453514
14,65,-3.94855730608106
14,66,12.1072334647179
14,67,0.609890601597726
14,68,-0.0544060811516829
14,69,0.0539618221228011
14,70,0.464009441435337
14,71,16.0076585412025
14,72,-8.33812692761421
14,73,-8.33812692761421
14,74,-0.148092992138118
14,75,4.79561836641551E-05
14,76,-10.2782599925995
14,77,0.0650742517900653
14,78,-0.654384640976787
14,79,0.555519542656839
14,80,-0.632383201271296
14,81,10.5154003500938
14,82,12.1707839369774
14,83,1.74370607547462
14,84,0
