Generation,Genome,Fitness
0,0,0.224044511094689
0,1,-7.27573353052139
0,2,3.02812540903687
0,3,-10.3035103976727
0,4,-4.71318742632866
0,5,-14.4962972402573
0,6,-14.4962972402573
0,7,0.0797399296425283
0,8,-12.7889660596848
0,9,-0.00349886299227364
0,10,-11.0012142062187
0,11,-0.330257406458259
0,12,-0.330257406458259
0,13,-11.5906716585159
0,14,-9.84918504953384
0,15,-10.0169731378555
0,16,-10.0169731378555
0,17,63.2896338701248
0,18,-13.9517533779144
0,19,4.75205900520086
0,20,-0.000100458649058055
0,21,-15.0962888002396
0,22,9.33366800844669
0,23,-10.1884659826756
0,24,-10.1884659826756
0,25,2.652672059834
0,26,-12.7973474264145
0,27,0.648886805400252
0,28,-5.89933016896248
0,29,-11.2539199590683
0,30,-11.5298396945
0,31,8.48840206861496
0,32,-14.2422975897789
0,33,8.70813095569611
0,34,8.70813095569611
0,35,0.996814196929336
0,36,-11.4938852190971
0,37,1.34806096181273
0,38,-14.6299400925636
0,39,-11.50724619627
0,40,-0.51951857842505
0,41,-0.000100458649058055
0,42,16.0163109898567
0,43,-0.0708769157063216
0,44,-5.03540073850672E-05
0,45,2.47826667129993
0,46,24.544739484787
0,47,-3.47931238263845
0,48,1.07649019919336
0,49,3.26253486424685
0,50,-9.9845560725953E-05
0,51,4.50182676315308
0,52,-5.5812314003706
0,53,1.16195751540363
0,54,-12.1133943200111
0,55,10.2671776413918
0,56,-12.2714016437531
0,57,-13.2679073810577
0,58,1.1824895683676
0,59,-15.31110227108
0,60,-14.523718804121
0,61,-9.84052526950836
0,62,-14.5462467670441
0,63,5.71227912604809
0,64,9.77554589509964
0,65,2.85803971812129
0,66,-14.1990424990654
0,67,-11.8890643715858
0,68,-11.0284175276756
0,69,-11.5027012825012
0,70,-6.48539583384991
0,71,-6.36938752233982
0,72,-7.78573554754257
0,73,-13.6062544584274
0,74,-4.57653151452541
0,75,-6.73747859895229
0,76,4.63229387998581
0,77,-10.4034970700741
0,78,-5.91018699109554
0,79,-12.1100011467934
0,80,0.0746653410606086
0,81,4.45755770802498
0,82,4.45755770802498
0,83,16.9685819149017
0,84,0
